date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
15:11:38	72045/72045	---MCZ	200	added ('OK')	text/html	etag:W/%2261c3073b-1196d%22	https://htmldemo.net/merier/merier/shop-four-columns.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/shop-four-columns.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:38	68974/68974	---MCZ	200	added ('OK')	text/html	etag:W/%2261c3073b-10d6e%22	https://htmldemo.net/merier/merier/shop-left-sidebar.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/shop-left-sidebar.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:38	63112/63112	---MCZ	200	added ('OK')	text/html	etag:W/%2261c3073d-f688%22	https://htmldemo.net/merier/merier/shop-single-product.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/shop-single-product.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:39	68958/68958	---MCZ	200	added ('OK')	text/html	etag:W/%2261c3073b-10d5e%22	https://htmldemo.net/merier/merier/shop-right-sidebar.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/shop-right-sidebar.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:39	64430/64430	---MCZ	200	added ('OK')	text/html	etag:W/%2261c3073b-fbae%22	https://htmldemo.net/merier/merier/shop-single-product-variable.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/shop-single-product-variable.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:39	63183/63183	---MCZ	200	added ('OK')	text/html	etag:W/%2261c3073b-f6cf%22	https://htmldemo.net/merier/merier/shop-single-product-group.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/shop-single-product-group.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:39	63107/63107	---MCZ	200	added ('OK')	text/html	etag:W/%2261c3073c-f683%22	https://htmldemo.net/merier/merier/shop-single-product-affiliate.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/shop-single-product-affiliate.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:39	50745/50745	---MCZ	200	added ('OK')	text/html	etag:W/%2261c3073a-c639%22	https://htmldemo.net/merier/merier/shop-cart.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/shop-cart.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:40	58523/58523	---MCZ	200	added ('OK')	text/html	etag:W/%2261c3073b-e49b%22	https://htmldemo.net/merier/merier/shop-checkout.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/shop-checkout.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:40	44644/44644	---MCZ	200	added ('OK')	text/html	etag:W/%2261c3073d-ae64%22	https://htmldemo.net/merier/merier/shop-wishlist.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/shop-wishlist.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:40	47900/47900	---MCZ	200	added ('OK')	text/html	etag:W/%2261c3073c-bb1c%22	https://htmldemo.net/merier/merier/shop-compare.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/shop-compare.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:42	51228/51228	---MCZ	200	added ('OK')	text/html	etag:W/%2261c30737-c81c%22	https://htmldemo.net/merier/merier/about-us.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/about-us.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:42	55726/55726	---MCZ	200	added ('OK')	text/html	etag:W/%2261c30737-d9ae%22	https://htmldemo.net/merier/merier/account.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/account.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:42	44129/44129	---MCZ	200	added ('OK')	text/html	etag:W/%2261c30739-ac61%22	https://htmldemo.net/merier/merier/login-register.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/login-register.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:43	39314/39314	---MCZ	200	added ('OK')	text/html	etag:W/%2261c30739-9992%22	https://htmldemo.net/merier/merier/page-not-found.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/page-not-found.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:43	42778/42778	---MCZ	200	added ('OK')	text/html	etag:W/%2261c30738-a71a%22	https://htmldemo.net/merier/merier/contact.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/contact.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:43	50571/50571	---MCZ	200	added ('OK')	text/html	etag:W/%2261c30739-c58b%22	https://htmldemo.net/merier/merier/blog.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/blog.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:44	56313/56313	---MCZ	200	added ('OK')	text/html	etag:W/%2261c30739-dbf9%22	https://htmldemo.net/merier/merier/blog-left-sidebar.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/blog-left-sidebar.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:44	56293/56293	---MCZ	200	added ('OK')	text/html	etag:W/%2261c30738-dbe5%22	https://htmldemo.net/merier/merier/blog-right-sidebar.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/blog-right-sidebar.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:44	59263/59263	---MCZ	200	added ('OK')	text/html	etag:W/%2261c30739-e77f%22	https://htmldemo.net/merier/merier/blog-details-left-sidebar.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/blog-details-left-sidebar.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:45	59509/59509	---MCZ	200	added ('OK')	text/html	etag:W/%2261c30737-e875%22	https://htmldemo.net/merier/merier/blog-details.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/blog-details.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:45	59243/59243	---MCZ	200	added ('OK')	text/html	etag:W/%2261c30737-e76b%22	https://htmldemo.net/merier/merier/blog-details-right-sidebar.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/blog-details-right-sidebar.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:45	1307/1307	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:46%20GMT	https://htmldemo.net/merier/merier/assets/images/slider/shape1.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/slider/shape1.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:46	137867/137867	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:46%20GMT	https://htmldemo.net/merier/merier/assets/images/slider/slider1.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/slider/slider1.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:46	110293/110293	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:46%20GMT	https://htmldemo.net/merier/merier/assets/images/slider/slider1-man2.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/slider/slider1-man2.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:46	21850/21850	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:47%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/banner/01.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/banner/01.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:47	22666/22666	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:47%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/banner/02.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/banner/02.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:47	15406/15406	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:48%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/banner/03.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/banner/03.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:47	15228/15228	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:48%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/1.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/1.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:47	17199/17199	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:48%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/2.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/2.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:48	17534/17534	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:48%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/3.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/3.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:48	15755/15755	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:49%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/4.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/4.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:48	9947/9947	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:49%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/5.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/5.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:48	18548/18548	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:49%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/6.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/6.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:49	44330/44330	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:49%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/banner/d1.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/banner/d1.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:49	48519/48519	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:50%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/banner/d2.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/banner/d2.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:49	18422/18422	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:50%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/7.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/7.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:49	14258/14258	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:50%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/8.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/8.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:50	15755/15755	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:50%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/9.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/9.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:50	28394/28394	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:11:51%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/banner/c1.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/banner/c1.jpg	(from https://htmldemo.net/merier/merier/index.html)
15:11:50	22149/22149	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:11:51%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/banner/c2.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/banner/c2.jpg	(from https://htmldemo.net/merier/merier/index.html)
15:11:50	53445/53445	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:51%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/banner/c3.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/banner/c3.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:50	29406/29406	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:11:51%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/banner/c4.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/banner/c4.jpg	(from https://htmldemo.net/merier/merier/index.html)
15:11:51	80407/80407	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:52%20GMT	https://htmldemo.net/merier/merier/assets/images/blog/1.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/blog/1.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:51	3010/3010	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:52%20GMT	https://htmldemo.net/merier/merier/assets/images/blog/author01.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/blog/author01.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:52	71649/71649	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:52%20GMT	https://htmldemo.net/merier/merier/assets/images/blog/2.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/blog/2.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:52	3280/3280	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:52%20GMT	https://htmldemo.net/merier/merier/assets/images/blog/author02.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/blog/author02.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:53	22375/22375	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:11:53%20GMT	https://htmldemo.net/merier/merier/assets/images/photos/bg1.jpg	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/photos/bg1.jpg	(from https://htmldemo.net/merier/merier/index.html)
15:11:53	3123/3123	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:11:54%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/payment.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/payment.png	(from https://htmldemo.net/merier/merier/index.html)
15:11:53	15187/15187	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:11:54%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/details/m1.jpg	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/details/m1.jpg	(from https://htmldemo.net/merier/merier/index.html)
15:11:53	18585/18585	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:11:54%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/details/m2.jpg	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/details/m2.jpg	(from https://htmldemo.net/merier/merier/index.html)
15:11:54	44601/44601	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:11:55%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/details/m3.jpg	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/details/m3.jpg	(from https://htmldemo.net/merier/merier/index.html)
15:11:54	6623/6623	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:11:55%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/modal1.jpg	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/modal1.jpg	(from https://htmldemo.net/merier/merier/index.html)
15:11:54	678/678	---MCZ	404	error ('Not%20Found')	text/html	date:Mon,%2025%20Sep%202023%2013:11:55%20GMT	https://htmldemo.net/merier/merier/single-product.html	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/single-product.html	(from https://htmldemo.net/merier/merier/index.html)
15:11:55	1368/1368	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:11:56%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/s1.jpg	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/s1.jpg	(from https://htmldemo.net/merier/merier/index.html)
15:11:55	1157/1157	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:11:56%20GMT	https://htmldemo.net/merier/merier/assets/images/shop/s2.jpg	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/shop/s2.jpg	(from https://htmldemo.net/merier/merier/index.html)
15:11:55	8620/8620	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261c30780-21ac%22	https://htmldemo.net/merier/merier/assets/js/vendor/modernizr-3.11.7.min.js	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/js/vendor/modernizr-3.11.7.min.js	(from https://htmldemo.net/merier/merier/index.html)
15:11:56	89501/89501	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261c30781-15d9d%22	https://htmldemo.net/merier/merier/assets/js/vendor/jquery-3.6.0.min.js	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/js/vendor/jquery-3.6.0.min.js	(from https://htmldemo.net/merier/merier/index.html)
15:11:56	11224/11224	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261c30781-2bd8%22	https://htmldemo.net/merier/merier/assets/js/vendor/jquery-migrate-3.3.2.min.js	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/js/vendor/jquery-migrate-3.3.2.min.js	(from https://htmldemo.net/merier/merier/index.html)
15:11:56	78081/78081	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261c30781-13101%22	https://htmldemo.net/merier/merier/assets/js/vendor/bootstrap.bundle.min.js	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/js/vendor/bootstrap.bundle.min.js	(from https://htmldemo.net/merier/merier/index.html)
15:11:56	135542/135542	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261c3077e-21176%22	https://htmldemo.net/merier/merier/assets/js/plugins/swiper-bundle.min.js	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/js/plugins/swiper-bundle.min.js	(from https://htmldemo.net/merier/merier/index.html)
15:11:57	101646/101646	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261c3077d-18d0e%22	https://htmldemo.net/merier/merier/assets/js/plugins/fancybox.min.js	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/js/plugins/fancybox.min.js	(from https://htmldemo.net/merier/merier/index.html)
15:11:57	2945/2945	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261c3077d-b81%22	https://htmldemo.net/merier/merier/assets/js/plugins/jquery.nice-select.min.js	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/js/plugins/jquery.nice-select.min.js	(from https://htmldemo.net/merier/merier/index.html)
15:11:57	8479/8479	---MCZ	200	added ('OK')	application/javascript	etag:W/%2261c3075a-211f%22	https://htmldemo.net/merier/merier/assets/js/main.js	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/js/main.js	(from https://htmldemo.net/merier/merier/index.html)
15:11:58	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261c30756-2876e%22	https://htmldemo.net/merier/merier/assets/fonts/fontawesome-webfont.eot?v=4.7.0	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/fonts/fontawesome-webfont3e6e.eot	(from https://htmldemo.net/merier/merier/assets/css/plugins/font-awesome.min.css)
15:11:58	165742/165742	---MCZ	200	added ('OK')	application/vnd.ms-fontobject	etag:W/%2261c30756-2876e%22	https://htmldemo.net/merier/merier/assets/fonts/fontawesome-webfont.eot?	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/fonts/fontawesome-webfontd41d.eot	(from https://htmldemo.net/merier/merier/assets/css/plugins/font-awesome.min.css)
15:11:58	77160/77160	---M--	200	added ('OK')	font/woff2	etag:%2261c30755-12d68%22	https://htmldemo.net/merier/merier/assets/fonts/fontawesome-webfont.woff2?v=4.7.0	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/fonts/fontawesome-webfont3e6e.woff2	(from https://htmldemo.net/merier/merier/assets/css/plugins/font-awesome.min.css)
15:11:59	98024/98024	---M--	200	added ('OK')	font/woff	etag:%2261c30755-17ee8%22	https://htmldemo.net/merier/merier/assets/fonts/fontawesome-webfont.woff?v=4.7.0	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/fonts/fontawesome-webfont3e6e.woff	(from https://htmldemo.net/merier/merier/assets/css/plugins/font-awesome.min.css)
15:11:59	165548/165548	---M--	200	added ('OK')	application/octet-stream	etag:%2261c30756-286ac%22	https://htmldemo.net/merier/merier/assets/fonts/fontawesome-webfont.ttf?v=4.7.0	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/fonts/fontawesome-webfont3e6e.ttf	(from https://htmldemo.net/merier/merier/assets/css/plugins/font-awesome.min.css)
15:11:59	173/173	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:12:00%20GMT	https://htmldemo.net/merier/merier/assets/images/icons/cancel-white.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/icons/cancel-white.png	(from https://htmldemo.net/merier/merier/assets/css/style.css)
15:11:59	2645/2645	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:12:00%20GMT	https://htmldemo.net/merier/merier/assets/images/logo-light.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/logo-light.png	(from https://htmldemo.net/merier/merier/index-two.html)
15:12:00	444379/444379	---MCZ	200	added ('OK')	image/svg+xml	etag:W/%2261c30757-6c7db%22	https://htmldemo.net/merier/merier/assets/fonts/fontawesome-webfont.svg?v=4.7.0	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/fonts/fontawesome-webfont3e6e.svg	(from https://htmldemo.net/merier/merier/assets/css/plugins/font-awesome.min.css)
15:12:00	63841/63841	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:12:01%20GMT	https://htmldemo.net/merier/merier/assets/images/slider/slider1-bg1.jpg	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/slider/slider1-bg1.jpg	(from https://htmldemo.net/merier/merier/index-two.html)
15:12:00	4142/4142	---MC-	200	added ('OK')	image/png	date:Mon,%2025%20Sep%202023%2013:12:01%20GMT	https://htmldemo.net/merier/merier/assets/images/slider/shape-polygon1.png	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/slider/shape-polygon1.png	(from https://htmldemo.net/merier/merier/index-two.html)
15:12:01	14706/14706	---M--	200	added ('OK')	image/jpeg	date:Mon,%2025%20Sep%202023%2013:12:01%20GMT	https://htmldemo.net/merier/merier/assets/images/slider/slider2-bg1.jpg	C:/jalloulimodesty/jalloulimodesty/htmldemo.net/merier/merier/assets/images/slider/slider2-bg1.jpg	(from https://htmldemo.net/merier/merier/index-two.html)
